澶棰戦亾涓€,#genre#
婀栧崡鍗,http://live.aishang.ctlcdn.com/00000110240130_1/playlist.m3u8?CONTENTID=00000110240130_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
鍚夋灄鍗,http://live.aishang.ctlcdn.com/00000110240399_1/playlist.m3u8?CONTENTID=00000110240399_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
姹熻嫃鍗,http://live.aishang.ctlcdn.com/00000110240133_1/playlist.m3u8?CONTENTID=00000110240133_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
姹熻タ鍗,http://live.aishang.ctlcdn.com/00000110240398_1/playlist.m3u8?CONTENTID=00000110240398_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
閲戦拱绾疄,http://live.aishang.ctlcdn.com/00000110240303_1/playlist.m3u8?CONTENTID=00000110240303_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
杈藉畞鍗,http://live.aishang.ctlcdn.com/00000110240255_1/playlist.m3u8?CONTENTID=00000110240255_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
灞变笢鍗,http://live.aishang.ctlcdn.com/00000110240254_1/playlist.m3u8?CONTENTID=00000110240254_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
娣卞湷鍗,http://live.aishang.ctlcdn.com/00000110240132_1/playlist.m3u8?CONTENTID=00000110240132_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
澶╂触鍗,http://live.aishang.ctlcdn.com/00000110240136_1/playlist.m3u8?CONTENTID=00000110240136_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
娴欐睙鍗,http://live.aishang.ctlcdn.com/00000110240134_1/playlist.m3u8?CONTENTID=00000110240134_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
閲嶅簡鍗,http://live.aishang.ctlcdn.com/00000110240397_1/playlist.m3u8?CONTENTID=00000110240397_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://live.aishang.ctlcdn.com/00000110240282_1/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
4K,http://live.aishang.ctlcdn.com/00000110240282_1/encoder/0/playlist.m3u8?CONTENTID=00000110240282_1&AUTHINFO=FABqh274XDn8fkurD5614t%2B1RvYajgx%2Ba3PxUJe1SMO4OjrtFitM6ZQbSJEFffaD35hOAhZdTXOrK0W8QvBRom%2BXaXZYzB%2FQfYjeYzGgKhP%2Fdo%2BXpr4quVxlkA%2BubKvbU1XwJFRgrbX%2BnTs60JauQUrav8kLj%2FPH8LxkDFpzvkq75UfeY%2FVNDZygRZLw4j%2BXtwhj%2FIuXf1hJAU0X%2BheT7g%3D%3D&USERTOKEN=eHKuwve%2F35NVIR5qsO5XsuB0O2BhR0KR
姹熻嫃鍗,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8
娣卞湷鍗,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8
鍖椾含鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8
榛戦緳姹熷崼瑙 ,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
娌冲寳鍗,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
浜戝崡鍗,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel008/1080p.m3u8
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=1577153787
鍗椾含灏戝効,http://live.nbs.cn/channels/njtv/sepd/500k.m3u8
鍗椾含灏戝効,http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
姹曞ご缁煎悎,http://synology.942dn.cn:4022/udp/239.253.43.45:5146
姹曞ご缁忔祹鐢熸椿,http://synology.942dn.cn:4022/udp/239.77.1.131:5146
姹曞ご鏂囨梾浣撹偛,http://synology.942dn.cn:4022/udp/239.77.1.132:5146
姹熻嫃鍗,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8$绉诲姩
鍖椾含鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8$绉诲姩
榛戦緳姹熷崼瑙 ,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8$绉诲姩
灞辫タ鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8$绉诲姩
鏈煡鍗,https://gitee.com/xiaohe-commune/tv/raw/master/70F6B9A0562DDFB8D0060A953DC793AB.mp4
娴峰崡鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8$绉诲姩
澶ф咕鍖哄崼瑙 ,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226218/index.m3u8$绉诲姩
璐靛窞鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225793/index.m3u8$绉诲姩
瑗胯棌鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8$绉诲姩
鍏靛洟鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8$绉诲姩
寤惰竟鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226220/index.m3u8$绉诲姩
鍐滄灄鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8$绉诲姩
鍏靛洟鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226214/index.m3u8
鍐滄灄鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226229/index.m3u8
姹熻嫃鍗,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226200/index.m3u8?
娣卞湷鍗,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226205/index.m3u8?
鍖椾含鍗,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225796/index.m3u8?
灞辫タ鍗,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225763/index.m3u8?
娴峰崡鍗,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225769/index.m3u8?
榛戦緳姹熷崼瑙 ,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8?
榛戦緳姹熷崼瑙 ,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225802/index.m3u8
瑗胯棌鍗,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8?
娌冲崡鍗,http://media.hndyjyfw.gov.cn/live/jz-hnweishi/live.m3u8
寤惰竟鍗,http://live.ybtvyun.com/video/s10006-28bc40431485/index.m3u8
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=f35a89681647856030
闈掓捣鍗,http://stream.qhbtv.com/qhws/sd/live.m3u8?_upt=63cf437e1591689484
娴欐睙鍗,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
娴欐睙鍗,http://hw-m-l.cztv.com/channels/lantian/channel13/1080p.m3u8
瑗胯棌鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226212/index.m3u8
娌冲寳棰戦亾,http://tv.pull.hebtv.com/jishi/weishipindao.m3u8?t=2510710360&k=3944fff7fdd8f8caf6adce2c9a0ef126
婀栧寳鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225760/index.m3u8
灞变笢鐢熸椿,rtmp://livealone.iqilu.com/iqilu/shpdhjOF03kn
灞变笢鏂囨梾,rtmp://livealone.iqilu.com/iqilu/yspdhjOF03kn
灞变笢缁艰壓,rtmp://livealone.iqilu.com/iqilu/zypdhjOF03kn
灞变笢鍐滅,rtmp://livealone.iqilu.com/iqilu/nkpdhjOF03kn
灞变笢浣撹偛,rtmp://livealone.iqilu.com/iqilu/typdhjOF03kn
灞变笢榻愰瞾,rtmp://livealone.iqilu.com/iqilu/qlpdhjOF03kn
鏈煡鍦版柟,https://gitee.com/xiaohe-commune/tv/raw/master/70F6B9A0562DDFB8D0060A953DC793AB.mp4
骞垮窞褰辫,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzys
骞垮窞鏂伴椈,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzxw
骞垮窞鏂伴椈,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzjs
骞垮窞娉曟不,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzfz
骞垮窞缁煎悎,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzzh
娣卞湷鍗,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225752/index.m3u8
娴欐睙鍏叡鏂伴椈,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8
娴欐睙鍥介檯,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8?k=1a7559a51eeb880b021619a07f463ac4&t=157715378
娴欐睙鏁欑褰辫,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8
娴欐睙鏁扮爜鏃朵唬,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8
娴欐睙姘戠敓浼戦棽,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8
娴欐睙缁忔祹鐢熸椿,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8
娴欐睙閽辨睙棰戦亾,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8
娴欐睙閽辨睙閮藉競,http://hw-m-l.cztv.com/channels/lantian/channel02/1080p.m3u8
娴欐睙缁忔祹鐢熸椿,http://hw-m-l.cztv.com/channels/lantian/channel03/1080p.m3u8
娴欐睙鏁欑褰遍櫌,http://hw-m-l.cztv.com/channels/lantian/channel04/1080p.m3u8
娴欐睙褰辫濞变箰,http://hw-m-l.cztv.com/channels/lantian/channel05/1080p.m3u8
娴欐睙姘戠敓浼戦棽,http://hw-m-l.cztv.com/channels/lantian/channel06/1080p.m3u8
娴欐睙鏂伴椈,http://hw-m-l.cztv.com/channels/lantian/channel07/1080p.m3u8
娴欐睙灏戝効,http://hw-m-l.cztv.com/channels/lantian/channel08/1080p.m3u8
娴欐睙鍥介檯,http://hw-m-l.cztv.com/channels/lantian/channel10/1080p.m3u8
涔嬫睙绾綍,http://hw-m-l.cztv.com/channels/lantian/channel12/1080p.m3u8
娴欐睙閽辨睙閮藉競,http://hw-m-l.cztv.com/channels/lantian/channel002/1080p.m3u8?zzhed
娴欐睙缁忔祹鐢熸椿,http://hw-m-l.cztv.com/channels/lantian/channel003/1080p.m3u8?zzhed
娴欐睙鏁欑褰遍櫌,http://hw-m-l.cztv.com/channels/lantian/channel004/1080p.m3u8?zzhed
娴欐睙褰辫濞变箰,http://hw-m-l.cztv.com/channels/lantian/channel005/1080p.m3u8?zzhed
娴欐睙姘戠敓浼戦棽,http://hw-m-l.cztv.com/channels/lantian/channel006/1080p.m3u8?zzhed
娴欐睙鏂伴椈,http://hw-m-l.cztv.com/channels/lantian/channel007/1080p.m3u8?zzhed
娴欐睙鍥介檯,http://hw-m-l.cztv.com/channels/lantian/channel010/1080p.m3u8?zzhed
娴欐睙绾綍,http://hw-m-l.cztv.com/channels/lantian/channel012/1080p.m3u8?zzhed
缁嶅叴鏂伴椈缁煎悎,http://live.shaoxing.com.cn/video/s10001-sxhb/index.m3u8?zzhed
缁嶅叴鏂伴椈缁煎悎,http://live.shaoxing.com.cn/video/s10001-sxtv1/index.m3u8?zzhed
缁嶅叴鏂囧寲褰遍櫌,http://live.shaoxing.com.cn/video/s10001-sxtv3/index.m3u8?zzhed
姝︿箟鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXwuyi1/720p.m3u8?zzhed
骞虫箹鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXpinghu1/720p.m3u8?zzhed
骞虫箹姘戠敓浼戦棽,http://l.cztvcloud.com/channels/lantian/SXpinghu2/720p.m3u8?zzhed
钀у北鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXxiaoshan1/720p.m3u8?zzhed
钀у北鐢熸椿棰戦亾,http://l.cztvcloud.com/channels/lantian/SXxiaoshan2/720p.m3u8?zzhed
娣冲畨鐢佃鍙 ,https://wtmtyoutlive.watonemt.com/f2p7vq/lf76v9.m3u8?zzhed
浣欐澀缁煎悎棰戦亾,http://l.cztvcloud.com/channels/lantian/SXyuhang1/720p.m3u8?zzhed
浣欐澀鏈潵E棰戦亾,http://l.cztvcloud.com/channels/lantian/SXyuhang3/720p.m3u8?zzhed
浣欏鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXyuyao1/720p.m3u8?zzhed
浣欏濮氭睙鏂囧寲,http://l.cztvcloud.com/channels/lantian/SXyuyao3/720p.m3u8?zzhed
宓婂窞鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXshengzhou1/720p.m3u8?zzhed
璇告毃鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXzhuji3/720p.m3u8?zzhed
涓婅櫈鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXshangyu1/720p.m3u8?zzhed
涓婅櫈鏂囧寲褰遍櫌,http://l.cztvcloud.com/channels/lantian/SXshangyu2/720p.m3u8?zzhed
涓婅櫈鏂板晢閮 ,http://l.cztvcloud.com/channels/lantian/SXshangyu3/720p.m3u8?zzhed
娴峰畞鏂伴椈缁煎悎,http://live.hndachao.cn/xwzh/sd/live.m3u8?zzhed
娴峰畞鐢熸椿鏈嶅姟,http://live.hndachao.cn/shfw/sd/live.m3u8?zzhed
鍏版邯鏂伴椈缁煎悎,http://l.cztvcloud.com/channels/lantian/SXlanxi1/720p.m3u8?zzhed
鍗楀浗閮藉競4k,http://player.200877926.top/169l/gd/gztvm3u8.php?id=gzngds
GRTN鏂囧寲,https://glive.grtn.cn/live/wenhua_test0203.m3u8?auth_key=1617289309-0-0-7b2730980c8860963374597c20ad3935
娣卞湷閮藉競,http://livepull-tcyzb.sztv.com.cn/live/dushi01.m3u8
骞夸笢鏂囧寲,https://glive.grtn.cn/live/wenhua_test0203.m3u8
闃虫睙-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b1152000.m3u8
闃虫睙-2,https://live.yjtvw.com:8081/live/smil:yjtv2.smil/chunklist_b1152000.m3u8
闃虫睙-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_b3628000.m3u8
闃虫睙-1,https://live.yjtvw.com:8081/live/smil:yjtv1.smil/chunklist_w1166501356_b928000.m3u8
娌虫簮缁煎悎,https://tmpstream.hyrtv.cn/xwzh/sd/live.m3u8?_upt=f767206b1671099007
瓒呯骇缁艰壓,http://111.13.111.242/000000001000PLTV/88888888/224/3221235747/1.m3u8?HlsProfileId=
瓒呯骇鐢靛奖,http://111.13.111.242/000000001000PLTV/88888888/224/3221235755/1.m3u8?HlsProfileId=
瓒呯骇鐢佃鍓 ,http://111.13.111.242/000000001000PLTV/88888888/224/3221235788/1.m3u8?HlsProfileId=
鐐垶鏈潵,http://111.13.111.242/000000001000PLTV/88888888/224/3221235764/1.m3u8?HlsProfileId=
娼杈ｅ﹩,http://111.13.111.242/000000001000PLTV/88888888/224/3221236059/1.m3u8?HlsProfileId=
鍐滀笟鑷村瘜,http://111.13.111.242/000000001000PLTV/88888888/224/3221236147/1.m3u8?HlsProfileId=
绮惧搧绾綍,http://111.13.111.242/000000001000PLTV/88888888/224/3221236204/1.m3u8?HlsProfileId=
绮惧搧澶у墽,http://111.13.111.242/000000001000PLTV/88888888/224/3221236205/1.m3u8?HlsProfileId=
鍔ㄤ綔鐢靛奖,http://111.13.111.242/000000001000PLTV/88888888/224/3221236207/1.m3u8?HlsProfileId=
鎬′即鍋ュ悍,http://111.13.111.242/000000001000PLTV/88888888/224/3221236209/1.m3u8?HlsProfileId=
娴峰鍓у満,http://111.13.111.242/000000001000PLTV/88888888/224/3221236211/1.m3u8?HlsProfileId=
鍙よ鍓у満,http://111.13.111.242/000000001000PLTV/88888888/224/3221236213/1.m3u8?HlsProfileId=
鍐涗簨璇勮,http://111.13.111.242/000000001000PLTV/88888888/224/3221236210/1.m3u8?HlsProfileId=
瀹跺涵鍓у満,http://111.13.111.242/000000001000PLTV/88888888/224/3221236206/1.m3u8?HlsProfileId=
鍐涙梾鍓у満,http://111.13.111.242/000000001000PLTV/88888888/224/3221236212/1.m3u8?HlsProfileId=
涓浗鍔熷か,http://111.13.111.242/000000001000PLTV/88888888/224/3221236214/1.m3u8?HlsProfileId=
鐖辨儏鍠滃墽,http://111.13.111.242/000000001000PLTV/88888888/224/3221236215/1.m3u8?HlsProfileId=
姝︽悘涓栫晫,http://111.13.111.242/000000001000PLTV/88888888/224/3221236216/1.m3u8?HlsProfileId=
绮惧搧浣撹偛,http://111.13.111.242/000000001000PLTV/88888888/224/3221236208/1.m3u8?HlsProfileId=
瓒呯骇浣撹偛,http://111.13.111.242/000000001000PLTV/88888888/224/3221235751/1.m3u8?HlsProfileId=
鐢典俊娴嬭瘯,#genre#
CCTV-01缍滃悎,http://ktwlplkf.f3322.org:9901/tsfile/live/0001_1.m3u8
CCTV-02璨＄稉,http://222.240.82.92:9901/tsfile/live/0002_1.m3u8
CCTV-03缍滆棟,http://123.6.9.146/live/jz-cctv-3/live.m3u8
CCTV-08闆昏鍔 ,http://222.240.82.92:9901/tsfile/live/0008_1.m3u8
CCTV-1,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-1,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225804/1.m3u8
CCTV-1 (1080p),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225804/index.m3u8
CCTV-1 缁煎悎,https://live.goodiptv.club/api/bestv.php?id=cctv1hd8m/8000000
CCTV-10,http://111.225.92.130:8800/hls/10/index.m3u8
CCTV-10,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226189/1.m3u8
CCTV-10绉戞暀,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8?
CCTV-10绉戞暀,http://123.6.9.146/live/jz-cctv-10/live.m3u8
CCTV-10绉戞暀,http://hbwq.chinashadt.com:2035/live/stream:cctv10.stream/playlist.m3u8
CCTV-10绉戞暀,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226189/index.m3u8
CCTV-10绉戞暀 (1080p),http://wanzhoulive.cbg.cn:8017/Cz7WPb8/800/live.m3u8
CCTV-11,http://111.225.92.130:8800/hls/11/index.m3u8
CCTV-11 鎴忔洸,https://live.goodiptv.club/api/bestv.php?id=cctv11hd8m/8000000
CCTV-13,http://111.225.92.130:8800/hls/13/index.m3u8
CCTV-13,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226233/1.m3u8
CCTV-13鏂伴椈,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8?
CCTV-13鏂伴椈 (1080p),http://stream.smntv.cn/smtv1/playlist.m3u8
CCTV-13鏂伴椈 (1080p),http://62.210.209.138:41000/series/v52/v43/6818.mp4
CCTV-13鏂伴椈 (1080p),http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
CCTV-13鏂拌仦,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8
CCTV-13鏂拌仦,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13.m3u8
CCTV-13鏂拌仦,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0
CCTV-13鏂拌仦,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226233/index.m3u8
CCTV-14,http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8
CCTV-14 (1080p),http://39.134.24.166/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226193/index.m3u8
CCTV-14灏戝効,http://111.20.35.103:6610/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-15,http://111.225.92.130:8800/hls/15/index.m3u8
CCTV-15,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225785/1.m3u8
CCTV-15 闊充箰,https://live.goodiptv.club/api/bestv.php?id=cctv15hd8m/8000000
CCTV-15闊充箰,http://111.20.35.103:6610/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
CCTV-15闊充箰,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8?
CCTV-15闊虫▊,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221225785/index.m3u8
